in_degree,out_degree,total_degree,CredCount
257,0,257,0
4,0,4,0
8,0,8,0
14,0,14,0
14,0,14,0
29,0,29,0
4,0,4,0
0,10,10,1
19,0,19,0
0,37,37,28
3,0,3,0
0,30,30,34
0,20,20,30
0,148,148,32
0,20,20,51
2,0,2,0
0,42,42,1
44,0,44,0
0,7,7,8
5,0,5,0
3,0,3,0
3,0,3,0
8,0,8,0
119,0,119,0
0,3,3,0
21,0,21,0
1,0,1,0
2,0,2,0
42,0,42,0
1,0,1,0
0,189,189,8
34,0,34,0
23,0,23,0
0,1677,1677,315
0,7,7,6
1,0,1,0
1,0,1,0
7,0,7,0
11,0,11,0
14,0,14,0
5,0,5,0
3,0,3,0
4,0,4,0
0,6,6,3
1,0,1,0
0,1,1,14
17,0,17,0
0,7,7,16
5,0,5,0
0,89,89,14
90,0,90,0
0,1,1,7
0,84,84,114
0,1,1,7
7,0,7,0
2,0,2,0
5,0,5,0
3,0,3,0
10,0,10,0
8,0,8,0
121,0,121,0
0,11,11,25
4,0,4,0
0,15,15,3
20,0,20,0
8,0,8,0
1,0,1,0
0,10,10,40
5,0,5,0
5,0,5,0
10,0,10,0
7,0,7,0
2,0,2,0
6,0,6,0
1,0,1,0
2,0,2,0
12,0,12,0
6,0,6,0
0,10,10,2
9,0,9,0
0,1,1,0
0,70,70,9
5,0,5,0
11,0,11,0
2,0,2,0
2,0,2,0
31,0,31,0
1,0,1,0
0,2,2,0
1,0,1,0
9,0,9,0
0,6,6,1
2,0,2,0
1,0,1,0
0,35,35,34
6,0,6,0
0,9,9,2
1,0,1,0
25,0,25,0
0,1,1,0
0,2,2,25
0,52,52,24
1,0,1,0
5,0,5,0
30,0,30,0
1,0,1,0
5,0,5,0
0,78,78,18
20,0,20,0
14,0,14,0
4,0,4,0
0,112,112,4
1,0,1,0
5,0,5,0
10,0,10,0
86,0,86,0
2,0,2,0
1,0,1,0
0,31,31,6
0,3,3,27
0,12,12,4
1,0,1,0
2,0,2,0
0,12,12,3
7,0,7,0
2,0,2,0
2,0,2,0
3,0,3,0
0,11,11,35
0,3,3,2
2,0,2,0
27,0,27,0
0,16,16,3
3,0,3,0
10,0,10,0
0,18,18,26
2,0,2,0
0,5,5,4
31,0,31,0
1,0,1,0
0,7,7,22
34,0,34,0
0,1,1,0
0,1,1,8
4,0,4,0
0,16,16,0
2,0,2,0
0,10,10,41
42,0,42,0
1,0,1,0
99,0,99,0
46,0,46,0
1,0,1,0
1,0,1,0
1,0,1,0
5,0,5,0
4,0,4,0
1,0,1,0
7,0,7,0
1,0,1,0
0,16,16,224
1,0,1,0
9,0,9,0
1,0,1,0
0,248,248,18
14,0,14,0
15,0,15,0
0,149,149,8
122,0,122,0
2,0,2,0
35,0,35,0
0,16,16,1
0,11,11,14
24,0,24,0
4,0,4,0
1,0,1,0
4,0,4,0
7,0,7,0
0,5,5,25
3,0,3,0
0,488,488,85
0,2,2,119
0,2,2,38
1,0,1,0
1,0,1,0
0,103,103,26
2,0,2,0
3,0,3,0
0,7,7,1
2,0,2,0
0,5,5,81
0,138,138,12
157,0,157,0
1,0,1,0
2,0,2,0
15,0,15,0
2,0,2,0
2,0,2,0
10,0,10,0
2,0,2,0
70,0,70,0
167,0,167,0
0,20,20,3
108,0,108,0
0,67,67,6
4,0,4,0
3,0,3,0
0,73,73,15
82,0,82,0
0,25,25,24
1,0,1,0
7,0,7,0
6,0,6,0
133,0,133,0
0,23,23,8
4,0,4,0
5,0,5,0
0,3,3,9
0,57,57,35
4,0,4,0
12,0,12,0
2,0,2,0
16,0,16,0
0,23,23,1
83,0,83,0
0,62,62,3
3,0,3,0
0,1,1,11
9,0,9,0
0,32,32,46
0,28,28,6
5,0,5,0
1,0,1,0
0,23,23,10
0,2,2,20
2,0,2,0
0,12,12,24
3,0,3,0
4,0,4,0
0,178,178,17
0,1,1,17
50,0,50,0
1,0,1,0
0,127,127,46
0,6,6,21
0,64,64,18
12,0,12,0
0,13,13,7
4,0,4,0
5,0,5,0
0,12,12,20
4,0,4,0
2,0,2,0
0,76,76,65
26,0,26,0
0,15,15,45
1,0,1,0
1,0,1,0
9,0,9,0
9,0,9,0
0,11,11,22
121,0,121,0
66,0,66,0
49,0,49,0
26,0,26,0
2,0,2,0
2,0,2,0
0,1,1,9
2,0,2,0
84,0,84,0
0,8,8,1
2,0,2,0
2,0,2,0
22,0,22,0
5,0,5,0
5,0,5,0
0,4,4,44
5,0,5,0
1,0,1,0
6,0,6,0
1,0,1,0
0,9,9,60
32,0,32,0
6,0,6,0
1,0,1,0
7,0,7,0
11,0,11,0
1,0,1,0
0,16,16,6
32,0,32,0
0,24,24,0
4,0,4,0
1,0,1,0
6,0,6,0
1,0,1,0
0,353,353,49
330,0,330,0
29,0,29,0
6,0,6,0
1,0,1,0
332,0,332,0
0,8,8,12
7,0,7,0
2,0,2,0
0,10,10,28
0,52,52,1
10,0,10,0
0,1,1,36
14,0,14,0
4,0,4,0
21,0,21,0
3,0,3,0
12,0,12,0
1,0,1,0
3,0,3,0
2,0,2,0
4,0,4,0
11,0,11,0
2,0,2,0
0,2,2,2
0,5,5,8
0,4,4,20
15,0,15,0
1,0,1,0
4,0,4,0
1,0,1,0
0,5,5,28
2,0,2,0
30,0,30,0
0,1,1,79
1,0,1,0
4,0,4,0
0,485,485,52
19,0,19,0
12,0,12,0
0,36,36,42
0,2,2,18
0,2,2,40
8,0,8,0
18,0,18,0
0,34,34,32
26,0,26,0
2,0,2,0
1,0,1,0
0,5,5,9
1,0,1,0
5,0,5,0
5,0,5,0
0,4,4,18
2,0,2,0
3,0,3,0
10,0,10,0
26,0,26,0
2,0,2,0
2,0,2,0
0,19,19,117
8,0,8,0
0,1,1,10
6,0,6,0
2,0,2,0
1,0,1,0
1,0,1,0
4,0,4,0
0,37,37,13
31,0,31,0
0,4,4,13
0,50,50,45
9,0,9,0
0,43,43,88
2,0,2,0
4,0,4,0
0,11,11,10
16,0,16,0
2,0,2,0
1,0,1,0
0,8,8,9
0,1,1,25
3,0,3,0
0,13,13,5
5,0,5,0
0,29,29,9
126,0,126,0
41,0,41,0
3,0,3,0
10,0,10,0
11,0,11,0
1,0,1,0
0,4,4,64
0,5,5,20
0,315,315,12
3,0,3,0
3,0,3,0
54,0,54,0
32,0,32,0
51,0,51,0
1,0,1,0
1,0,1,0
4,0,4,0
3,0,3,0
1,0,1,0
2,0,2,0
1,0,1,0
14,0,14,0
0,90,90,21
14,0,14,0
2,0,2,0
27,0,27,0
12,0,12,0
10,0,10,0
15,0,15,0
1,0,1,0
1,0,1,0
0,1,1,28
2,0,2,0
28,0,28,0
0,16,16,20
42,0,42,0
0,1800,1800,43
1677,0,1677,0
1,0,1,0
3,0,3,0
0,46,46,3
4,0,4,0
2,0,2,0
1,0,1,0
0,1,1,22
7,0,7,0
0,15,15,28
1,0,1,0
78,0,78,0
4,0,4,0
14,0,14,0
1,0,1,0
3,0,3,0
1,0,1,0
3,0,3,0
0,2,2,2
0,31,31,86
21,0,21,0
28,0,28,0
0,170,170,27
31,0,31,0
101,0,101,0
15,0,15,0
0,9,9,0
2,0,2,0
9,0,9,0
29,0,29,0
0,30,30,0
0,110,110,27
6,0,6,0
1,0,1,0
0,6,6,8
0,997,997,26
1,0,1,0
1,0,1,0
0,6,6,111
0,1,1,5
4,0,4,0
1,0,1,0
19,0,19,0
1,0,1,0
2,0,2,0
8,0,8,0
7,0,7,0
11,0,11,0
5,0,5,0
2,0,2,0
0,16,16,13
0,532,532,1
175,0,175,0
93,0,93,0
0,33,33,64
0,5,5,2
4,0,4,0
7,0,7,0
1,0,1,0
0,14,14,7
5,0,5,0
183,0,183,0
5,0,5,0
0,1,1,56
1,0,1,0
3,0,3,0
4,0,4,0
3,0,3,0
2,0,2,0
0,185,185,26
1,0,1,0
0,7,7,50
0,23,23,4
0,271,271,73
130,0,130,0
23,0,23,0
0,19,19,1
7,0,7,0
0,3,3,24
2,0,2,0
0,7,7,19
262,0,262,0
15,0,15,0
0,18,18,78
0,120,120,28
28,0,28,0
1,0,1,0
0,100,100,11
0,2,2,10
22,0,22,0
1,0,1,0
0,1,1,39
1,0,1,0
1,0,1,0
3,0,3,0
87,0,87,0
4,0,4,0
0,3,3,38
4,0,4,0
2,0,2,0
4,0,4,0
12,0,12,0
4,0,4,0
0,45,45,1
9,0,9,0
0,8,8,0
3,0,3,0
3,0,3,0
14,0,14,0
0,7,7,0
2,0,2,0
10,0,10,0
8,0,8,0
6,0,6,0
44,0,44,0
2,0,2,0
1,0,1,0
0,1,1,11
43,0,43,0
3,0,3,0
0,37,37,31
3,0,3,0
16,0,16,0
1,0,1,0
3,0,3,0
1,0,1,0
2,0,2,0
1,0,1,0
76,0,76,0
16,0,16,0
6,0,6,0
0,7,7,42
3,0,3,0
4,0,4,0
2,0,2,0
0,3,3,12
0,60,60,13
0,4,4,6
1,0,1,0
8,0,8,0
2,0,2,0
0,4,4,16
2,0,2,0
2,0,2,0
1,0,1,0
0,7,7,23
0,62,62,9
10,0,10,0
0,185,185,15
3,0,3,0
22,0,22,0
6,0,6,0
3,0,3,0
68,0,68,0
5,0,5,0
21,0,21,0
2,0,2,0
0,43,43,41
23,0,23,0
9,0,9,0
0,3,3,18
4,0,4,0
45,0,45,0
6,0,6,0
0,20,20,98
2,0,2,0
14,0,14,0
3,0,3,0
1,0,1,0
39,0,39,0
0,4,4,0
1,0,1,0
0,15,15,26
17,0,17,0
3,0,3,0
1,0,1,0
1,0,1,0
0,25,25,32
29,0,29,0
1,0,1,0
2,0,2,0
7,0,7,0
0,2,2,58
0,4,4,10
1,0,1,0
3,0,3,0
1,0,1,0
1,0,1,0
1,0,1,0
2,0,2,0
4,0,4,0
3,0,3,0
2,0,2,0
14,0,14,0
149,0,149,0
1,0,1,0
1,0,1,0
11,0,11,0
1,0,1,0
6,0,6,0
12,0,12,0
18,0,18,0
2,0,2,0
1,0,1,0
2,0,2,0
8,0,8,0
3,0,3,0
13,0,13,0
1,0,1,0
8,0,8,0
1,0,1,0
0,7,7,65
0,80,80,55
135,0,135,0
7,0,7,0
0,28,28,8
21,0,21,0
2,0,2,0
22,0,22,0
10,0,10,0
2,0,2,0
1,0,1,0
2,0,2,0
1,0,1,0
0,6,6,26
22,0,22,0
7,0,7,0
0,7,7,9
0,122,122,8
0,56,56,38
6,0,6,0
0,25,25,40
20,0,20,0
3,0,3,0
3,0,3,0
22,0,22,0
0,41,41,7
0,117,117,56
86,0,86,0
14,0,14,0
8,0,8,0
2,0,2,0
0,1,1,3
36,0,36,0
0,18,18,1
10,0,10,0
193,0,193,0
1,0,1,0
0,8,8,50
0,229,229,52
2,0,2,0
1,0,1,0
0,57,57,56
12,0,12,0
0,46,46,12
3,0,3,0
1,0,1,0
15,0,15,0
0,42,42,4
33,0,33,0
3,0,3,0
1,0,1,0
30,0,30,0
29,0,29,0
55,0,55,0
3,0,3,0
6,0,6,0
40,0,40,0
0,3,3,60
6,0,6,0
0,115,115,10
0,12,12,2
1,0,1,0
14,0,14,0
5,0,5,0
60,0,60,0
0,8,8,6
0,1,1,2
1,0,1,0
0,27,27,43
3,0,3,0
49,0,49,0
1,0,1,0
68,0,68,0
0,19,19,4
0,13,13,89
5,0,5,0
19,0,19,0
0,102,102,7
0,52,52,24
1,0,1,0
11,0,11,0
6,0,6,0
3,0,3,0
0,1,1,1
1,0,1,0
143,0,143,0
0,2,2,4
0,1,1,1
22,0,22,0
4,0,4,0
0,57,57,4
1,0,1,0
8,0,8,0
0,73,73,1
0,21,21,25
29,0,29,0
3,0,3,0
0,80,80,41
65,0,65,0
1,0,1,0
0,25,25,9
20,0,20,0
85,0,85,0
10,0,10,0
2,0,2,0
8,0,8,0
0,2,2,9
7,0,7,0
0,2,2,47
0,9,9,42
18,0,18,0
15,0,15,0
1,0,1,0
1,0,1,0
45,0,45,0
0,325,325,11
0,5,5,38
51,0,51,0
0,10,10,4
0,2,2,13
1,0,1,0
6,0,6,0
24,0,24,0
0,13,13,44
0,25,25,83
1,0,1,0
2,0,2,0
5,0,5,0
5,0,5,0
20,0,20,0
2,0,2,0
0,12,12,60
1,0,1,0
37,0,37,0
0,9,9,38
0,12,12,10
3,0,3,0
7,0,7,0
1,0,1,0
83,0,83,0
2,0,2,0
2,0,2,0
0,15,15,141
0,15,15,13
39,0,39,0
0,11,11,3
42,0,42,0
8,0,8,0
11,0,11,0
0,18,18,15
1,0,1,0
1,0,1,0
0,287,287,5
10,0,10,0
0,7,7,23
7,0,7,0
2,0,2,0
117,0,117,0
3,0,3,0
1,0,1,0
0,59,59,18
10,0,10,0
0,25,25,108
10,0,10,110
5,0,5,0
4,0,4,0
0,34,34,40
149,0,149,0
3,0,3,0
0,2,2,1
4,0,4,0
0,63,63,30
1,0,1,0
49,0,49,0
0,56,56,42
1,0,1,0
1,0,1,0
41,0,41,0
6,0,6,0
2,0,2,0
0,3,3,7
1,0,1,0
0,88,88,19
10,0,10,0
7,0,7,0
0,1,1,75
27,0,27,0
1,0,1,0
0,4,4,14
3,0,3,0
19,0,19,0
0,11,11,4
19,0,19,0
15,0,15,0
6,0,6,0
0,1,1,8
228,0,228,0
19,0,19,0
0,12,12,6
0,2,2,3
6,0,6,0
89,0,89,0
0,42,42,3
2,0,2,0
7,0,7,0
1,0,1,0
1,0,1,0
8,0,8,0
0,280,280,58
449,0,449,0
0,23,23,1
0,1,1,18
0,55,55,15
0,1,1,133
6,0,6,0
8,0,8,0
2,0,2,0
11,0,11,0
0,34,34,10
1,2,3,48
10,0,10,0
9,0,9,0
334,0,334,0
13,0,13,0
0,1,1,37
12,0,12,0
0,99,99,24
8,0,8,0
2,0,2,0
4,0,4,0
0,14,14,13
5,0,5,0
2,0,2,0
14,0,14,0
63,0,63,0
80,0,80,0
6,0,6,0
2,0,2,0
1,0,1,0
1,0,1,0
10,0,10,0
0,7,7,2
6,0,6,0
6,0,6,0
0,23,23,6
41,0,41,0
6,0,6,0
6,0,6,0
0,1,1,0
1,0,1,0
0,10,10,31
1,0,1,0
32,0,32,0
2,0,2,0
0,8,8,11
5,0,5,0
1,0,1,0
1,0,1,0
0,47,47,51
8,0,8,0
12,0,12,0
7,0,7,0
17,0,17,0
5,0,5,0
2,0,2,0
6,0,6,0
0,17,17,8
13,0,13,0
1,0,1,0
0,139,139,12
3,0,3,0
0,20,20,11
2,0,2,0
3,0,3,0
2,0,2,0
1,0,1,0
3,0,3,0
12,0,12,0
3,0,3,0
3,0,3,0
3,0,3,0
67,0,67,0
1,0,1,0
3,0,3,0
97,0,97,0
34,0,34,0
2,0,2,0
3,0,3,0
0,390,390,82
47,0,47,0
2,0,2,0
6,0,6,0
2,0,2,0
1,0,1,0
11,0,11,0
4,0,4,0
1,0,1,0
14,0,14,0
3,0,3,0
12,0,12,0
0,55,55,9
41,0,41,0
0,17,17,105
14,0,14,0
12,0,12,0
0,3,3,4
3,0,3,0
9,0,9,0
3,0,3,0
111,0,111,0
3,0,3,0
0,29,29,43
9,0,9,0
1,0,1,0
0,2,2,0
66,0,66,0
0,4,4,6
4,0,4,0
0,6,6,43
9,0,9,0
1,0,1,0
2,0,2,0
6,0,6,0
0,3,3,3
52,0,52,0
7,0,7,0
2,0,2,0
7,0,7,0
5,0,5,0
0,3,3,0
49,0,49,0
2,0,2,0
15,0,15,0
0,1,1,52
2,0,2,0
1,0,1,0
1,0,1,0
39,0,39,0
0,9,9,8
3,0,3,0
9,0,9,0
0,3,3,6
5,0,5,0
1,0,1,0
17,0,17,0
0,19,19,8
1,0,1,0
0,58,58,19
0,2,2,4
5,0,5,0
4,0,4,0
1,0,1,0
0,99,99,11
88,0,88,0
65,0,65,0
9,0,9,0
28,0,28,0
0,3,3,0
0,2,2,13
0,50,50,70
29,0,29,0
77,0,77,0
15,0,15,0
2,0,2,0
3,0,3,0
0,2,2,3
276,0,276,0
0,45,45,16
2,0,2,0
19,0,19,0
6,0,6,0
7,0,7,0
50,0,50,0
0,9,9,0
1,0,1,0
0,4,4,5
8,0,8,0
6,0,6,0
11,0,11,0
0,188,188,54
0,205,205,37
19,0,19,0
62,0,62,0
8,0,8,0
8,0,8,0
0,310,310,103
16,0,16,0
0,41,41,1
0,28,28,2
0,143,143,94
1,0,1,0
0,139,139,16
19,0,19,0
54,0,54,0
23,0,23,0
1,0,1,0
3,0,3,0
1,0,1,0
23,0,23,0
9,0,9,0
2,0,2,0
1,0,1,0
0,62,62,46
0,2,2,4
1,0,1,0
1,0,1,0
4,0,4,0
1,0,1,0
0,1,1,3
2,0,2,0
0,11,11,78
2,0,2,0
1,0,1,0
1,0,1,0
5,0,5,0
2,0,2,0
11,0,11,0
0,9,9,8
56,0,56,0
0,77,77,38
1,0,1,0
8,0,8,0
30,0,30,0
5,0,5,0
10,0,10,0
3,0,3,0
1,0,1,0
6,0,6,0
0,2,2,1
3,0,3,0
0,16,16,15
4,0,4,0
3,0,3,0
44,0,44,0
2,0,2,0
28,0,28,0
2,0,2,0
0,99,99,118
19,0,19,0
66,0,66,0
5,0,5,0
16,0,16,0
278,0,278,0
11,0,11,0
0,11,11,5
23,0,23,0
0,128,128,89
6,0,6,0
2,0,2,0
62,0,62,0
15,0,15,0
1,0,1,0
26,0,26,0
6,0,6,0
5,0,5,0
2,0,2,0
17,0,17,0
3,0,3,0
0,35,35,19
29,0,29,0
0,1,1,29
0,15,15,0
3,0,3,0
3,0,3,0
10,0,10,0
1,0,1,0
0,32,32,27
0,9,9,5
0,7,7,11
6,0,6,0
2,0,2,0
11,0,11,0
24,0,24,0
3,0,3,0
0,3,3,53
0,3,3,34
0,7,7,35
10,0,10,0
0,293,293,80
22,0,22,0
2,0,2,0
22,0,22,0
0,216,216,5
0,17,17,182
7,0,7,0
0,1,1,11
2,0,2,0
4,0,4,0
2,0,2,0
3,0,3,0
1,0,1,0
6,0,6,0
2,0,2,0
0,9,9,7
0,36,36,33
3,0,3,0
42,0,42,0
30,0,30,0
0,13,13,8
2,0,2,0
4,0,4,0
4,0,4,0
0,131,131,4
4,0,4,0
10,0,10,0
0,81,81,24
6,0,6,0
1,0,1,0
0,3,3,159
6,0,6,0
1,0,1,0
11,0,11,0
0,1,1,29
1,0,1,0
6,0,6,0
0,3,3,13
0,7,7,3
1,0,1,0
55,0,55,0
2,0,2,0
0,95,95,62
1,0,1,0
15,0,15,0
9,0,9,0
29,0,29,0
0,61,61,28
1,0,1,0
0,1,1,15
2,0,2,0
21,0,21,0
7,0,7,0
4,0,4,0
3,0,3,0
7,0,7,0
9,0,9,0
1,0,1,0
2,0,2,0
4,0,4,0
2,0,2,0
0,1,1,4
43,0,43,0
35,0,35,0
2,0,2,0
2,0,2,0
8,0,8,0
9,0,9,0
7,0,7,0
2,0,2,0
0,70,70,57
3,0,3,0
8,0,8,0
2,0,2,0
1,0,1,0
10,0,10,0
1,0,1,0
0,49,49,2
8,0,8,0
1,0,1,0
2,0,2,0
4,0,4,0
2,161,163,56
1,0,1,0
4,0,4,0
0,1,1,25
25,0,25,0
3,0,3,0
3,0,3,0
11,0,11,0
2,0,2,0
63,0,63,0
2,0,2,0
1,0,1,0
18,0,18,0
0,39,39,29
2,0,2,0
0,13,13,2
9,0,9,0
15,0,15,0
1,0,1,0
3,0,3,0
6,0,6,0
1,0,1,0
1,0,1,0
2,0,2,0
0,4,4,14
19,0,19,0
2,0,2,0
1,0,1,0
1,0,1,0
78,0,78,0
3,0,3,0
1,0,1,0
0,7,7,24
2,0,2,0
3,0,3,0
1,0,1,0
216,0,216,0
0,72,72,16
18,0,18,0
4,0,4,0
17,0,17,0
5,0,5,0
2,0,2,0
0,1,1,4
55,0,55,0
2,0,2,0
0,35,35,2
2,0,2,0
0,1,1,0
69,0,69,0
0,1,1,0
2,0,2,0
0,19,19,10
12,0,12,0
1,0,1,0
1,25,26,6
58,0,58,0
4,0,4,0
0,10,10,40
2,0,2,0
0,15,15,2
5,0,5,0
0,3,3,64
3,0,3,0
1,0,1,0
2,0,2,0
0,29,29,59
5,0,5,0
7,0,7,0
0,73,73,35
10,0,10,0
13,0,13,0
2,0,2,0
0,36,36,17
6,0,6,0
3,0,3,0
0,13,13,9
0,1,1,0
4,0,4,0
30,0,30,0
2,0,2,0
45,0,45,0
2,0,2,0
1,0,1,0
60,0,60,0
4,0,4,0
0,3,3,64
2,0,2,0
28,0,28,0
0,44,44,5
6,0,6,0
113,0,113,0
0,19,19,6
1,0,1,0
38,0,38,0
1,0,1,0
0,3,3,15
0,21,21,79
3,0,3,0
3,0,3,0
0,24,24,22
21,0,21,0
2,0,2,0
5,0,5,0
1,0,1,0
3,0,3,0
0,1,1,41
45,0,45,0
6,0,6,0
0,11,11,10
0,35,35,5
0,21,21,111
2,0,2,0
17,0,17,0
2,0,2,0
1,0,1,0
0,5,5,14
10,0,10,0
8,0,8,0
9,0,9,0
0,1,1,1
5,0,5,0
27,0,27,0
14,0,14,0
2,0,2,0
0,161,161,135
47,0,47,0
1,0,1,0
6,0,6,0
1,0,1,0
7,0,7,0
6,0,6,0
31,0,31,0
35,0,35,0
3,0,3,0
1,0,1,0
1,0,1,0
0,32,32,16
8,0,8,0
2,0,2,0
32,0,32,0
10,0,10,0
0,17,17,28
31,0,31,0
4,0,4,0
0,20,20,189
15,0,15,0
2,0,2,0
1,0,1,0
0,12,12,80
1,0,1,0
40,0,40,0
4,0,4,0
8,0,8,0
8,0,8,0
0,216,216,14
15,0,15,0
40,0,40,0
34,0,34,0
0,2,2,22
1,0,1,0
5,0,5,0
2,0,2,0
13,0,13,0
23,0,23,0
3,0,3,0
0,8,8,1
0,1,1,13
2,0,2,0
4,0,4,0
0,21,21,7
39,0,39,0
0,1,1,2
4,0,4,0
6,0,6,0
4,0,4,0
0,10,10,1
0,98,98,19
3,0,3,0
0,102,102,29
0,10,10,6
2,0,2,0
9,0,9,0
0,220,220,11
10,0,10,0
1,0,1,0
0,2,2,42
4,0,4,0
0,12,12,45
1,0,1,0
3,0,3,0
0,62,62,14
7,0,7,0
104,0,104,0
1,0,1,0
0,1,1,77
1,0,1,0
0,1,1,51
49,0,49,0
2,0,2,0
0,45,45,45
4,0,4,0
0,16,16,50
0,11,11,3
20,0,20,0
1,0,1,0
6,0,6,0
0,312,312,80
6,0,6,0
0,12,12,151
3,0,3,0
4,0,4,0
1,0,1,0
1,0,1,0
1,0,1,0
11,0,11,0
0,21,21,4
32,0,32,0
1,0,1,0
0,4,4,9
134,0,134,0
2,0,2,0
0,16,16,24
170,0,170,0
0,102,102,53
17,0,17,0
6,0,6,0
4,0,4,0
1,0,1,0
0,43,43,10
4,0,4,0
1,0,1,0
4,0,4,0
2,0,2,0
2,0,2,0
99,0,99,0
15,0,15,0
43,0,43,0
3,0,3,0
0,6,6,6
0,35,35,3
29,0,29,0
0,2,2,1
1,0,1,0
0,96,96,10
0,5,5,13
56,0,56,0
2,0,2,0
0,5,5,40
10,0,10,0
29,0,29,0
7,0,7,0
0,5,5,10
1,0,1,0
0,2,2,3
5,0,5,0
18,0,18,0
0,113,113,25
21,0,21,0
0,4,4,43
0,4,4,7
0,9,9,13
3,0,3,0
1,0,1,0
9,0,9,0
2,0,2,0
0,25,25,50
7,0,7,0
4,0,4,0
1,0,1,0
7,0,7,0
0,37,37,10
18,0,18,0
20,0,20,0
0,1,1,26
1,0,1,0
6,0,6,0
2,0,2,0
0,1,1,0
1,0,1,0
1,0,1,0
3,0,3,0
3,0,3,0
0,9,9,1
7,0,7,0
1,0,1,0
11,0,11,0
5,0,5,0
11,0,11,0
11,0,11,0
0,75,75,74
7,0,7,0
3,0,3,0
0,31,31,21
29,0,29,0
11,0,11,0
8,0,8,0
0,29,29,56
10,0,10,0
56,0,56,0
0,20,20,83
13,0,13,0
0,7,7,13
1,0,1,0
0,61,61,16
15,0,15,0
15,0,15,0
4,0,4,0
9,0,9,0
2,0,2,0
83,0,83,0
2,0,2,0
29,0,29,0
0,3,3,0
0,35,35,7
2,0,2,0
0,8,8,6
5,0,5,0
279,0,279,0
1,0,1,0
37,0,37,0
0,4,4,66
1,0,1,0
7,0,7,0
1,0,1,0
2,0,2,0
1,0,1,0
1,0,1,0
5,0,5,0
0,5,5,19
0,398,398,41
2,0,2,0
92,0,92,0
3,0,3,0
0,18,18,26
7,0,7,0
28,0,28,0
0,78,78,14
0,158,158,19
42,0,42,0
0,28,28,1
0,4,4,45
0,187,187,47
1,0,1,0
0,23,23,5
3,0,3,0
10,0,10,0
1,0,1,0
28,0,28,0
1,0,1,0
0,5,5,26
9,0,9,0
0,5,5,4
3,0,3,0
6,0,6,0
4,0,4,0
0,286,286,24
0,22,22,14
9,0,9,0
1,0,1,0
238,0,238,0
19,0,19,0
1,0,1,0
6,0,6,0
8,0,8,0
263,0,263,0
1,0,1,0
0,5,5,0
9,0,9,0
52,0,52,0
0,5,5,16
1,0,1,0
2,0,2,0
1,0,1,0
3,0,3,0
14,0,14,0
3,0,3,0
0,128,128,12
143,0,143,0
1,0,1,0
1,0,1,0
1,0,1,0
0,3,3,41
1,0,1,0
1,0,1,0
10,0,10,0
0,4,4,6
0,3,3,70
0,11,11,21
0,63,63,19
5,0,5,0
5,0,5,0
2,0,2,0
0,73,73,69
2,0,2,0
3,0,3,0
0,8,8,0
2,0,2,0
0,14,14,3
13,0,13,0
21,0,21,0
1,0,1,0
0,12,12,24
0,10,10,2
0,7,7,36
1,0,1,0
0,90,90,37
43,0,43,0
0,3,3,21
58,0,58,0
0,9,9,13
2,0,2,0
2,0,2,0
4,0,4,0
8,0,8,0
0,33,33,1
1,0,1,0
3,0,3,0
0,3,3,3
128,0,128,0
8,0,8,0
44,0,44,0
3,0,3,0
1,0,1,0
0,24,24,15
1,0,1,0
0,34,34,8
1,0,1,0
1,0,1,0
0,886,886,82
30,0,30,0
7,0,7,0
1,0,1,0
4,0,4,0
131,0,131,0
2,0,2,0
0,6,6,24
0,20,20,19
6,0,6,0
0,48,48,2
2,0,2,0
0,2,2,12
24,0,24,0
225,0,225,0
11,0,11,0
0,134,134,38
50,0,50,0
1,0,1,0
13,0,13,0
1,0,1,0
0,8,8,0
3,0,3,0
2,0,2,0
67,0,67,0
5,0,5,0
2,0,2,0
23,0,23,0
0,9,9,57
0,86,86,122
38,0,38,0
1,0,1,0
0,2,2,4
0,72,72,56
0,41,41,11
4,0,4,0
0,21,21,21
0,162,162,77
0,3,3,1
0,5,5,0
0,3,3,25
0,6,6,3
3,0,3,0
8,0,8,0
2,0,2,0
0,12,12,0
16,0,16,0
0,4,4,14
0,278,278,37
0,1,1,21
1,0,1,0
0,1,1,32
1,0,1,0
126,0,126,0
2,0,2,0
1,0,1,0
16,0,16,0
11,0,11,0
5,0,5,0
13,0,13,0
12,0,12,0
0,2,2,1
1,0,1,0
11,0,11,0
1,0,1,0
0,1159,1159,6
1210,0,1210,0
1,0,1,0
0,47,47,24
1,0,1,0
0,8,8,6
6,0,6,0
1,0,1,0
1,0,1,0
91,0,91,0
0,1,1,14
273,0,273,0
84,0,84,0
0,78,78,10
1,0,1,0
53,0,53,0
1,0,1,0
6,0,6,0
2,0,2,0
1,0,1,0
1,0,1,0
1,0,1,0
0,35,35,49
24,0,24,0
0,10,10,31
1,0,1,0
1,0,1,0
12,0,12,0
2,0,2,0
5,0,5,0
2,0,2,0
3,0,3,0
20,0,20,0
1,0,1,0
45,0,45,0
4,0,4,0
2,0,2,0
5,0,5,0
0,33,33,45
5,0,5,0
1,0,1,0
1,0,1,0
0,2,2,7
0,528,528,51
32,0,32,0
275,0,275,0
0,62,62,73
3,0,3,0
29,0,29,0
5,0,5,0
29,0,29,0
12,0,12,0
1,0,1,0
0,40,40,13
2,0,2,0
7,0,7,0
144,0,144,0
0,39,39,38
17,0,17,0
2,0,2,0
0,29,29,7
1,0,1,0
5,0,5,0
